"id"	"annee"	"agemoy"	"etp"	"prod"	"cap"	"nace"	"sect"
2680	2006	41.926829268	40	3538	62	26300	"M"
2681	2006	44.565217391	24	1088	63	25620	"M"
2682	2006	31.705882353	51	2851	104	25120	"M"
2683	2006	38.086956522	33	1222	74	10712	"M"
2684	2006	35.862745098	30	1273	25	29200	"M"
2685	2006	38.830508475	57	16149	100	21209	"M"
2686	2006	43.186813187	263	75921	36925	10620	"M"
2687	2006	40.37704918	62	3331	1000	22220	"M"
2688	2006	39.085714286	36	3461	510	10860	"M"
2689	2006	45.480263158	160	11025	7500	27120	"M"
2690	2006	42.87755102	47	10452	7000	28250	"M"
2691	2006	42.400568182	367	8858	24513	23630	"M"
2692	2006	39.235294118	34	4748	1500	11010	"M"
2693	2006	36.367647059	64	4763	62	26200	"M"
2694	2006	44.38028169	70	2289	948	13300	"M"
2695	2006	42.614213198	199	40514	20000	11010	"M"
2696	2006	35.090909091	44	2283	100	20600	"M"
2697	2006	41.518867925	194	14805	1500	17230	"M"
2698	2006	42.27107438	610	96673	155963	20160	"M"
2699	2006	44.297142857	353	19630	25053	23690	"M"
2700	2006	41.368421053	84	5423	539	10910	"M"
2701	2006	32.125	39	107	17084	26400	"M"
2702	2006	38.357664234	151	15800	6	20300	"M"
2703	2006	36.81865285	237	29328	12000	22230	"M"
2704	2006	42.798449612	144	9256	10224	10110	"M"
2705	2006	48.173913043	75	1987	360	20600	"M"
2706	2006	36.294117647	54	3660	328	28990	"M"
